,Group.1,Group.2,ActivityStartDate,Manganese,MonitoringLocationName,Zinc,Orthophosphate,Phosphate.phosphorus...retired...use.Total.Phosphorus..mixed.forms,Kjeldahl.nitrogen,Ammonia.nitrogen,Oxidation.reduction.potential..ORP.,Dissolved.oxygen..DO.,Flow,Specific.conductance,Copper,Total.dissolved.solids,Inorganic.nitrogen..nitrate.and.nitrite.....retired...use.Nitrate...Nitrite,Temperature..water,pH,Turbidity,Dissolved.oxygen.saturation,date_yearmon
1720,Sep-08,Clark Fork River below Thompson Falls,9/10/2008,NA,NA,0.0023,NA,0.008,NA,NA,NA,8.3,NA,NA,0.001,NA,0.007,17.1,NA,1.71,90.5,NA
1721,Oct-08,Clark Fork River below Thompson Falls,10/13/2008,NA,NA,0.0051,NA,0.014,0.1,0.02,NA,10.2,NA,193,0.003,NA,0.027,9.1,8.14,5.14,90.5,NA
1722,Nov-08,Clark Fork River below Thompson Falls,11/19/2008,NA,NA,0.0033,NA,0.011,0.1,NA,NA,11,NA,169,0.002,NA,0.078,6.1,8.03,2.4,90.5,NA
1723,Dec-08,Clark Fork River below Thompson Falls,12/18/2008,NA,NA,0.0019,NA,0.007,NA,NA,NA,12.3,NA,173,0.001,NA,0.059,1.1,8.22,2.09,90.5,NA
1724,Apr-09,Clark Fork River below Thompson Falls,4/29/2009,NA,NA,0.0086,8.81,33,NA,12.98,173.7,11.23,NA,162,0.007,106,68.97,7.38,8.02,11.4,NA,NA
1725,May-09,Clark Fork River below Thompson Falls,5/21/2009,NA,NA,0.034,11.04,51.53,NA,21.06,38.6,12.94,NA,113,0.022,74,29.1,9.93,7.27,51.5,NA,NA
1726,Jun-09,Clark Fork River below Thompson Falls,6/16/2009,NA,NA,0.013,NA,27.55,NA,30.29,13.4,10.11,NA,153,0.005,100,40.49,15.71,7.76,19.1,NA,NA
1727,Jul-09,Clark Fork River below Thompson Falls,7/14/2009,NA,NA,NA,NA,7.7,NA,12.3,-18.3,8.33,NA,183,0.002,120,9.47,18.09,8.08,1.73,NA,NA
1728,Aug-09,Clark Fork River below Thompson Falls,8/19/2009,NA,NA,NA,NA,8.68,NA,7.726666667,60.1,8.46,NA,203,0.002,131,8.656666667,19.28,8.23,1.03,NA,NA
1729,Sep-09,Clark Fork River below Thompson Falls,9/9/2009,NA,NA,NA,NA,7.59,NA,5.96,192.4,5.23,NA,175,0.001,133,8.81,17.44,NA,1.14,NA,NA
1730,Oct-09,Clark Fork River below Thompson Falls,10/15/2009,NA,NA,NA,NA,6.33,NA,5.96,178,11.84,NA,204,0.001,133,30.22,6.27,8.24,1.79,NA,NA
1731,Nov-09,Clark Fork River below Thompson Falls,11/19/2009,NA,NA,NA,NA,3.71,NA,6.02,365.8,12.86,NA,218,0.001,142,30.25,0.17,8.17,1.16,NA,NA
1732,Dec-09,Clark Fork River below Thompson Falls,12/17/2009,NA,NA,0.003,NA,3.92,NA,5.39,364.6,17.12,NA,213,NA,142,93.77,0.08,7.96,0.82,NA,NA
1733,Jan-10,Clark Fork River below Thompson Falls,1/20/2010,NA,NA,NA,NA,6.4,NA,NA,-24.8,14.32,NA,200,0.001,130,50.7,1.86,8.06,1.67,NA,NA
1734,Feb-10,Clark Fork River below Thompson Falls,2/18/2010,NA,NA,NA,NA,6.3,NA,NA,86.8,13.31,NA,199,0.001,130,30.3,4.45,7.92,1.68,NA,NA
1735,Mar-10,Clark Fork River below Thompson Falls,3/15/2010,NA,NA,NA,NA,7.3,NA,7.6,-15.9,11.98,NA,214,0.002,139,24.4,6.23,8.06,1.26,NA,NA
1736,Apr-10,Clark Fork River below Thompson Falls,4/16/2010,NA,NA,NA,NA,7.2,NA,6.5,0.9,11.38,NA,211,0.001,137,17.6,8.63,8.03,1.33,NA,NA
1737,May-10,Clark Fork River below Thompson Falls,5/11/2010,NA,NA,NA,NA,10,NA,NA,-76.6,11.98,NA,183,0.001,119,12.1,10.77,8.1,2.63,NA,NA
1738,Jun-10,Clark Fork River below Thompson Falls,6/17/2010,NA,NA,0.008,NA,25.6,NA,NA,-48.1,9.46,NA,141,0.005,92,38.9,13.19,7.74,8.79,NA,NA
1739,Jul-10,Clark Fork River below Thompson Falls,7/16/2010,NA,NA,NA,NA,8.2,NA,NA,-36.8,9.28,NA,185,0.002,120,5.5,19.48,7.97,1.81,NA,NA
1740,Aug-10,Clark Fork River below Thompson Falls,8/16/2010,NA,NA,NA,NA,9,NA,NA,-6.7,9.07,NA,199,0.001,129,4,21.68,8.11,1.69,NA,NA
1741,Sep-10,Clark Fork River below Thompson Falls,9/16/2010,NA,NA,NA,NA,7.2,NA,NA,11.9,8.84,NA,201,0.001,132,5.7,16.29,8.02,1.7,NA,NA
1742,Oct-10,Clark Fork River below Thompson Falls,10/15/2010,NA,NA,NA,NA,6.3,NA,NA,-53.7,7.36,NA,211,0.001,137,20.6,11.51,7.95,1.46,NA,NA
1743,Nov-10,Clark Fork River below Thompson Falls,11/14/2010,NA,NA,NA,NA,5.2,NA,NA,58.3,11.17,NA,209,0.002,136,33.1,5.51,7.82,1.65,NA,NA
1744,Dec-10,Clark Fork River below Thompson Falls,12/17/2010,NA,NA,NA,NA,8.3,NA,NA,63.3,11.31,NA,200,0.001,130,66,2.52,7.93,2.99,NA,NA
1745,Jan-11,Clark Fork River below Thompson Falls,1/12/2011,NA,NA,NA,NA,4.8,NA,NA,206.6,14.06,NA,186,0.001,121,57.4,0.03,8.04,1.28,NA,NA
1746,Feb-11,Clark Fork River below Thompson Falls,2/15/2011,NA,NA,NA,NA,9.3,NA,NA,195.4,12.73,NA,192,0.001,124,27.1,2.34,8.46,4.02,NA,NA
1747,Mar-11,Clark Fork River below Thompson Falls,3/14/2011,NA,NA,NA,NA,8.5,NA,NA,156,12.64,NA,226,0.001,147,24.9,4.77,8.42,3.45,NA,NA
1748,Apr-11,Clark Fork River below Thompson Falls,4/13/2011,NA,NA,NA,NA,16.5,NA,NA,63.2,11.54,NA,181,0.002,118,46.1,6.7,8,5.89,NA,NA
1749,May-11,Clark Fork River below Thompson Falls,5/13/2011,NA,NA,0.019,NA,69.9,NA,5.7,68.4,10.02,NA,150,0.012,98,52.8,10.07,7.93,17.4,NA,NA
1750,Jun-11,Clark Fork River below Thompson Falls,6/15/2011,NA,NA,0.027,NA,77.3,NA,5.9,68.9,11.34,NA,139,0.018,90,34.9,11.76,7.79,45,NA,NA
1751,Jul-11,Clark Fork River below Thompson Falls,7/14/2011,NA,NA,0.007,NA,29.3,NA,NA,47.5,9.48,NA,157,0.005,102,37.6,16.97,7.96,10.8,NA,NA
1752,Aug-11,Clark Fork River below Thompson Falls,8/16/2011,NA,NA,NA,NA,8.9,NA,NA,61.8,8.99,NA,190,0.001,124,33.8,19.53,8.19,2.61,NA,NA
1753,Sep-11,Clark Fork River below Thompson Falls,9/19/2011,NA,NA,NA,NA,6.6,NA,NA,76.2,8.44,NA,201,0.001,130,18.6,15.7,8.13,1.37,NA,NA
1754,Oct-11,Clark Fork River below Thompson Falls,10/16/2011,NA,NA,NA,NA,6.6,NA,NA,79.9,10.3,NA,204,0.001,133,25.8,10.97,8.48,1.04,NA,NA
1755,Nov-11,Clark Fork River below Thompson Falls,11/16/2011,NA,NA,NA,NA,5.4,NA,NA,63.4,11.45,NA,206,0.002,134,41.5,3.22,8.18,2.89,NA,NA
1756,Dec-11,Clark Fork River below Thompson Falls,12/18/2011,NA,NA,NA,NA,3.3,NA,NA,-62,13.15,NA,203,0.001,132,70.2,1.74,6.85,1.42,NA,NA
1757,Jan-12,Clark Fork River below Thompson Falls,1/13/2012,NA,NA,NA,NA,NA,NA,NA,-73.8,13.05,NA,201,0.001,130,69.77,0.8,6.96,1.64,NA,NA
1758,Feb-12,Clark Fork River below Thompson Falls,2/12/2012,NA,NA,NA,NA,5.07,NA,NA,54.8,14.83,NA,207,0.001,135,36.27,2.53,6.36,1.29,NA,NA
1759,Mar-12,Clark Fork River below Thompson Falls,3/16/2012,NA,NA,NA,NA,16.11,NA,NA,49.3,12.28,NA,199,0.002,128,45.11,5.25,8.12,2.34,NA,NA
1760,Apr-12,Clark Fork River below Thompson Falls,4/15/2012,NA,NA,0.009,NA,41.63,NA,NA,92.1,10.69,NA,180,0.006,117,41.74,8.46,7.92,18,NA,NA
1761,May-12,Clark Fork River below Thompson Falls,5/9/2012,NA,NA,NA,NA,18.03,NA,NA,112.9,11.03,NA,154,0.002,100,51.92,9.44,8.12,7.24,NA,NA
1762,Jun-12,Clark Fork River below Thompson Falls,6/11/2012,NA,NA,NA,NA,20.5,NA,NA,140.6,12.26,NA,150,0.003,98,38.16,10.83,8.03,7.92,NA,NA
1763,Jul-12,Clark Fork River below Thompson Falls,7/15/2012,NA,NA,NA,NA,8.12,NA,NA,102.6,8.31,NA,164,0.002,106,12.37,20.41,8.35,3.43,NA,NA
1764,Aug-12,Clark Fork River below Thompson Falls,8/13/2012,NA,NA,NA,NA,6.77,NA,NA,59.4,7.14,NA,187,0.001,122,3.95,22.14,8.71,1.16,NA,NA
1765,Dec-12,Clark Fork River below Thompson Falls,12/5/2012,NA,NA,NA,NA,5.57,NA,NA,-41.7,14.14,NA,176,0.001,114,51.65,5.67,7.57,2,NA,NA
1766,Mar-13,Clark Fork River below Thompson Falls,3/27/2013,NA,NA,NA,2.77,7.15,NA,NA,-40.6,12.82,NA,186,NA,121,29.71,5.77,8.25,1.77,NA,NA
1767,Apr-13,Clark Fork River below Thompson Falls,4/22/2013,NA,NA,NA,2.9,10.91,NA,NA,207.1,11.79,NA,162,NA,105,32.52,6.63,8.28,4.9,NA,NA
1768,May-13,Clark Fork River below Thompson Falls,5/21/2013,NA,NA,NA,3.99,21.03,NA,NA,186.8,11.1,NA,147,NA,96,36.42,12.01,8.19,7.07,NA,NA
1769,Jun-13,Clark Fork River below Thompson Falls,6/21/2013,NA,NA,NA,1.95,13.35,NA,NA,242,10.47,NA,163,NA,NA,12.38,15.1,8.38,3.9,NA,NA
1770,Jul-13,Clark Fork River below Thompson Falls,7/18/2013,NA,NA,NA,2.19,7.23,NA,NA,170.7,8.17,NA,179,NA,116,7.37,22.84,8.29,1.45,NA,NA
1771,Aug-13,Clark Fork River below Thompson Falls,8/15/2013,NA,NA,NA,2.42,7.28,NA,NA,166.7,8.83,NA,187,NA,121,5.21,23.21,8.39,0.95,NA,NA
1772,Sep-13,Clark Fork River below Thompson Falls,9/19/2013,NA,NA,NA,1.58,6.85,NA,NA,159.7,8.1,NA,195,NA,127,1.06,18.12,8.26,1.06,NA,NA
1773,Oct-13,Clark Fork River below Thompson Falls,10/24/2013,NA,NA,NA,3.67,5.95,NA,7.24,176.8,11.52,NA,189,NA,123,13.45,9.36,8.14,1.6,NA,NA
1774,Nov-13,Clark Fork River below Thompson Falls,11/12/2013,NA,NA,NA,2.35,5.75,NA,NA,162.9,12.42,NA,217,NA,141,32.54,6.3,8.05,1.4,NA,NA
1775,Mar-14,Clark Fork River below Thompson Falls,3/11/2014,NA,NA,NA,17.6,69.3,NA,42,208,12.37,NA,162,NA,105,141.3,3.65,7.42,49.8,NA,NA
1776,Apr-14,Clark Fork River below Thompson Falls,4/15/2014,NA,NA,NA,4.7,31.6,NA,NA,230.1,12.76,NA,159,NA,103,26.3,7.29,7.99,7.11,NA,NA
1777,May-14,Clark Fork River below Thompson Falls,5/14/2014,NA,NA,NA,3.5,21.6,NA,NA,154.1,12.09,NA,153,NA,99,35.9,9.72,7.86,6.58,NA,NA
1778,Jun-14,Clark Fork River below Thompson Falls,6/11/2014,NA,NA,NA,6,22.8,NA,NA,244.5,10.3,NA,147,NA,96,32,14.37,7.89,9.91,NA,NA
1779,Jul-14,Clark Fork River below Thompson Falls,7/16/2014,NA,NA,NA,2.2,8.8,NA,NA,264.9,8.24,NA,176,NA,114,11.1,21.45,8,4.97,NA,NA
1780,Aug-14,Clark Fork River below Thompson Falls,8/11/2014,NA,NA,NA,2,6.8,NA,NA,228.7,7.5,NA,187,NA,121,6.4,23.05,8.25,1.45,NA,NA
1781,Sep-14,Clark Fork River below Thompson Falls,9/17/2014,NA,NA,NA,2.5,7.2,NA,NA,241.5,12.4,NA,200,NA,130,9.6,15.37,8.03,1.69,NA,NA
1782,Oct-14,Clark Fork River below Thompson Falls,10/15/2014,NA,NA,NA,4.1,5.7,NA,NA,236.2,10.41,NA,194,NA,126,14.9,12.79,8.09,1.39,NA,NA
1783,Nov-14,Clark Fork River below Thompson Falls,11/19/2014,NA,NA,NA,3.7,4.8,NA,NA,260.6,14.3,NA,190,NA,124,66.2,0.37,8.13,1.86,NA,NA
1784,Mar-15,Clark Fork River below Thompson Falls,3/17/2015,NA,NA,NA,NA,19.8,NA,NA,230.6,11.4,NA,150,NA,97,43,6.24,6.6,6.42,NA,NA
1785,Apr-15,Clark Fork River below Thompson Falls,4/14/2015,NA,NA,NA,NA,9.7,NA,5.5,215.7,11.38,NA,164,NA,107,30.6,7.52,7.48,3.41,NA,NA
1786,May-15,Clark Fork River below Thompson Falls,5/12/2015,NA,NA,NA,NA,10.6,NA,7.9,225.9,10.1,NA,153,NA,98,12.3,12.35,7.79,3.75,NA,NA
1787,Jun-15,Clark Fork River below Thompson Falls,6/15/2015,NA,NA,NA,NA,13.5,NA,6.8,218.5,9.51,NA,163,NA,106,14.7,18.47,7.79,5.26,NA,NA
1788,Jul-15,Clark Fork River below Thompson Falls,7/14/2015,NA,NA,NA,NA,7.9,NA,NA,199.2,8.31,NA,183,NA,119,9.4,21.67,7.79,2.3,NA,NA
1789,Aug-15,Clark Fork River below Thompson Falls,8/10/2015,NA,NA,NA,NA,10.5,NA,NA,185.2,8.42,NA,204,NA,133,3.7,20.58,7.66,3.09,NA,NA
1790,Sep-15,Clark Fork River below Thompson Falls,9/15/2015,NA,NA,NA,NA,7.5,NA,NA,209.9,9.09,NA,202,NA,131,7.05,17.39,8.01,2.01,NA,NA
1791,Oct-15,Clark Fork River below Thompson Falls,10/13/2015,NA,NA,NA,NA,6.5,NA,NA,219.8,8.87,NA,210,NA,136,15.3,13.78,7.99,1.74,NA,NA
1792,Nov-15,Clark Fork River below Thompson Falls,11/10/2015,NA,NA,NA,NA,6.05,NA,NA,239.3,10.6,NA,195,NA,127,30.2,7.25,8.02,1.59,NA,NA
1793,Mar-16,Clark Fork River below Thompson Falls,3/14/2016,NA,NA,NA,NA,9.3,NA,NA,147,11.42,NA,177,NA,115,22.9,6.22,8.31,2.72,NA,NA
1794,Apr-16,Clark Fork River below Thompson Falls,4/11/2016,NA,NA,NA,NA,19.3,NA,NA,83.5,10.07,NA,149,NA,97,17.9,10.12,8.17,7.52,NA,NA
1795,May-16,Clark Fork River below Thompson Falls,5/10/2016,NA,NA,NA,4.8,23.36666667,NA,6,114.7,11.75,NA,131,NA,86,30.85,12.21,7.97,31.7,NA,NA
1796,Jun-16,Clark Fork River below Thompson Falls,6/14/2016,NA,NA,NA,NA,12.8,NA,NA,114.4,9.08,NA,158,NA,103,11,16.06,8.05,3.02,NA,NA
1797,Jul-16,Clark Fork River below Thompson Falls,7/12/2016,NA,NA,NA,0.6,6.7,NA,NA,69.3,9.73,NA,181,NA,118,11.5,17.5,8.45,2.16,NA,NA
1798,Aug-16,Clark Fork River below Thompson Falls,8/8/2016,NA,NA,NA,0.7,9.05,NA,NA,107.9,7.95,NA,197,NA,128,5.7,20.19,8.39,1.66,NA,NA
1799,Sep-16,Clark Fork River below Thompson Falls,9/12/2016,NA,NA,NA,NA,6.1,NA,12.2,113.2,9.28,NA,200,NA,130,6.8,15.38,8.54,1.79,NA,NA
1800,Oct-16,Clark Fork River below Thompson Falls,10/11/2016,NA,NA,NA,NA,7.3,NA,6.7,136.85,10.215,NA,186,NA,120.5,15,11.49,7.87,5.16,NA,NA
1801,Nov-16,Clark Fork River below Thompson Falls,11/7/2016,NA,NA,NA,1.3,8.9,NA,6.55,NA,NA,NA,NA,NA,NA,9.566666667,7.33,NA,NA,NA,NA
1802,Mar-17,Clark Fork River below Thompson Falls,3/14/2017,NA,NA,NA,1.7,NA,NA,NA,102.8,11.03,NA,158,NA,103,NA,3.84,8.53,12.4,NA,NA
1803,Apr-17,Clark Fork River below Thompson Falls,4/11/2017,NA,NA,NA,2.9,NA,NA,NA,78.7,16.39,NA,149,NA,97,NA,4.67,8.26,5.42,NA,NA
1804,Jul-17,Clark Fork River below Thompson Falls,7/11/2017,NA,NA,NA,NA,NA,NA,NA,119.3,8.79,NA,172,NA,112,NA,20.74,8.29,1.55,NA,NA
1805,Aug-17,Clark Fork River below Thompson Falls,8/15/2017,NA,NA,NA,2.1,NA,NA,NA,165.6,8.59,NA,203,NA,131,NA,19.34,7.83,2.75,NA,NA
1806,Sep-17,Clark Fork River below Thompson Falls,9/14/2017,NA,NA,NA,1.4,NA,NA,NA,159.1,8.43,NA,195,NA,127,NA,16.8,8.22,1.65,NA,NA
1807,Jul-18,Clark Fork River below Thompson Falls,7/17/2018,NA,NA,NA,NA,NA,NA,NA,174.9,7.65,NA,185,NA,121,NA,20.84,7.89,5.5,NA,NA
1808,Aug-18,Clark Fork River below Thompson Falls,8/15/2018,NA,NA,NA,NA,NA,NA,NA,158.9,7.84,NA,203,NA,132,NA,20.81,7.98,2.26,NA,NA
1809,Sep-18,Clark Fork River below Thompson Falls,9/15/2018,NA,NA,NA,1.2,NA,NA,NA,213.3,9.03,NA,212,NA,138,NA,14.78,7.44,1.66,NA,NA
1810,Jul-19,Clark Fork River below Thompson Falls,7/18/2019,NA,NA,NA,0.0145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,Aug-19,Clark Fork River below Thompson Falls,8/15/2019,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,Sep-19,Clark Fork River below Thompson Falls,9/30/2019,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,Jul-20,Clark Fork River below Thompson Falls,7/16/2020,NA,NA,NA,0.0025,NA,NA,NA,150.1,9.9,NA,176,NA,114,NA,18.6,7.62,7.81,NA,NA
1814,Aug-20,Clark Fork River below Thompson Falls,8/12/2020,NA,NA,NA,NA,NA,NA,NA,231.4,9.86,NA,193,NA,126,NA,21.14,7.92,1.41,NA,NA
1815,Sep-20,Clark Fork River below Thompson Falls,9/24/2020,NA,NA,NA,0.003,NA,NA,NA,148.6,9.76,NA,169,NA,112,NA,15.25,7.65,1.92,NA,NA
1816,Jul-21,Clark Fork River below Thompson Falls,7/21/2021,NA,NA,NA,NA,NA,NA,NA,75.7,10.08,NA,189,NA,123,NA,22.38,8.44,2.32,NA,NA
1817,Aug-21,Clark Fork River below Thompson Falls,8/12/2021,NA,NA,NA,NA,NA,NA,NA,57.4,8.41,NA,199,NA,130,NA,20.46,8.62,2.64,NA,NA
1818,Sep-21,Clark Fork River below Thompson Falls,9/30/2021,NA,NA,NA,NA,NA,NA,NA,80.2,10.58,NA,209,NA,136,NA,14.69,8.83,2.32,NA,NA
1819,Oct-21,Clark Fork River below Thompson Falls,10/8/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,Jul-22,Clark Fork River below Thompson Falls,7/12/2022,NA,NA,NA,0.001,NA,NA,NA,145.1,10.94,NA,168,NA,109,NA,19.54,7.91,16.4,NA,NA
1821,Aug-22,Clark Fork River below Thompson Falls,8/16/2022,NA,NA,NA,0.001,NA,NA,NA,68.4,7.92,NA,195,NA,127,NA,22.61,8.2,2.27,NA,NA
1822,Sep-22,Clark Fork River below Thompson Falls,9/13/2022,NA,NA,NA,0.001,NA,NA,NA,88.1,10.32,NA,196,NA,127,NA,17.62,8.15,2.89,NA,NA
1823,Jun-98,Clark Fork River below Warm Springs,6/10/1998,NA,NA,0.0012,0.01,0.038,0.4,0.02,NA,NA,NA,NA,0.008,NA,0.04,NA,NA,NA,NA,NA
1824,Jul-98,Clark Fork River below Warm Springs,7/8/1998,NA,NA,0.00755,0.027,0.048666667,0.1,0.02,NA,NA,NA,NA,0.01,NA,0.03,NA,NA,NA,NA,NA
1825,Aug-98,Clark Fork River below Warm Springs,8/14/1998,NA,NA,NA,0.043,0.107,0.85,NA,NA,NA,0.09,NA,0.003,NA,0.01,NA,NA,79,NA,NA
1826,Sep-98,Clark Fork River below Warm Springs,9/9/1998,NA,NA,0.001,0.0345,0.08975,0.625,NA,-83,NA,87.33333333,461,0.004,225,0.02,17.6,8.4,NA,NA,NA
1827,Oct-98,Clark Fork River below Warm Springs,10/5/1998,NA,NA,NA,0.019,0.07,0.3,NA,-68,10.6,176,368,0.004,185,0.04,9.6,8.23,NA,NA,NA
1828,Nov-98,Clark Fork River below Warm Springs,11/16/1998,NA,NA,0.0065,0.006,0.015,0.4,NA,-82,9.5,179,404,NA,205,0.03,6,8.44,NA,NA,NA
1829,Dec-98,Clark Fork River below Warm Springs,12/14/1998,NA,NA,7.00E-04,NA,0.016,0.2,NA,-57,10.7,182,484,0.002,241,0.16,4.8,7.91,NA,NA,NA
1830,Jan-99,Clark Fork River below Warm Springs,1/25/1999,NA,NA,0.014,0.011,0.028,NA,NA,-26,8.1,167,571,0.004,281,0.21,2,7.46,NA,NA,NA
1831,Mar-99,Clark Fork River below Warm Springs,3/1/1999,NA,NA,0.041,NA,0.053,0.3,NA,-67,11.1,166,483,0.006,242,0.1,4.9,8.48,NA,NA,NA
1832,Apr-99,Clark Fork River below Warm Springs,4/5/1999,NA,NA,0.0169,0.005,0.075,0.3,NA,-34,8.9,165,480,0.01,243,0.03,10.6,7.62,NA,NA,NA
1833,May-99,Clark Fork River below Warm Springs,5/13/1999,NA,NA,0.02065,0.0105,0.073,0.25,0.07,-25.5,NA,338,371,0.0185,185.5,0.065,14.25,7.185,NA,NA,NA
1834,Jun-99,Clark Fork River below Warm Springs,6/14/1999,NA,NA,0.0093,0.011,0.047,0.2,0.06,-34,11.8,529,NA,0.014,NA,0.1,22.3,7.68,NA,NA,NA
1835,Jul-99,Clark Fork River below Warm Springs,7/14/1999,NA,NA,0.0029,0.024,0.05925,0.25,0.02,-43,NA,208.6666667,259,0.009,139,0.063333333,22.4,7.59,NA,NA,NA
1836,Aug-99,Clark Fork River below Warm Springs,8/17/1999,NA,NA,0.0086,0.041666667,0.073,0.333333333,0.016666667,-33,11.6,119.6666667,361,0.008,182,0.01,20,7.61,NA,125,NA
1837,Sep-99,Clark Fork River below Warm Springs,9/16/1999,NA,NA,0.0044,0.02475,0.04325,0.25,0.02,-29,NA,139.6666667,410,0.009,206,0.025,15.3,7.44,NA,NA,NA
1838,Oct-99,Clark Fork River below Warm Springs,10/18/1999,NA,NA,0.0054,0.009,0.032,0.1,0.14,-12,NA,173,388,0.01,198,0.07,7.9,7.73,NA,NA,NA
1839,Nov-99,Clark Fork River below Warm Springs,11/15/1999,NA,NA,0.0092,0.006,0.027,0.2,NA,NA,12.6,137,487,0.008,243,0.08,7.8,NA,NA,111,NA
1840,Dec-99,Clark Fork River below Warm Springs,12/13/1999,NA,NA,0.011,0.004,0.016,0.3,0.02,-7,13,119,529,0.007,265,0.15,2.1,7.09,NA,111,NA
1841,Jan-00,Clark Fork River below Warm Springs,1/24/2000,NA,NA,0.0287,0.01,0.025,0.2,0.1,NA,13.3,130,541,0.01,271,0.35,2.5,NA,NA,100,NA
1842,Feb-00,Clark Fork River below Warm Springs,2/28/2000,NA,NA,0.0169,0.004,0.029,0.3,0.03,-53,11.4,143,450,0.01,229,0.16,4.8,8.05,NA,89,NA
1843,Mar-00,Clark Fork River below Warm Springs,3/27/2000,NA,NA,0.0145,0.004,0.021,0.2,0.03,-77,11.4,132,446,0.008,223,0.06,5.5,8.46,NA,99,NA
1844,May-00,Clark Fork River below Warm Springs,5/11/2000,NA,NA,0.0101,0.0095,0.03,0.2,0.035,-36.5,8.5,138.5,392,0.007,196,0.02,13.1,7.77,3.04,93,NA
1845,Jun-00,Clark Fork River below Warm Springs,6/11/2000,NA,NA,0.0069,0.004,0.035,0.3,NA,-98,NA,150,314,0.007,156,0.03,NA,8.86,3,NA,NA
1846,Jul-00,Clark Fork River below Warm Springs,7/17/2000,NA,NA,0.0083,0.087,0.042666667,0.266666667,0.023333333,-97,8.6,48,502,0.006,251,0.01,19.3,8.87,3.26,111,NA
1847,Aug-00,Clark Fork River below Warm Springs,8/17/2000,NA,NA,0.0052,0.024,0.044666667,0.166666667,0.015,-98,9.2,55,509,0.005,254,NA,17.6,8.83,NA,115,NA
1848,Sep-00,Clark Fork River below Warm Springs,9/12/2000,NA,NA,0.0025,0.027333333,0.053666667,0.233333333,0.03,-84,9.6,96,449,0.005,224,0.02,14.5,8.73,1.69,115,NA
1849,Oct-00,Clark Fork River below Warm Springs,10/15/2000,NA,NA,0.0073,0.01,0.0325,0.25,0.01,-86,10.9,117,512,0.002,256,0.025,10.1,8.69,0.97,120,NA
1850,Nov-00,Clark Fork River below Warm Springs,11/15/2000,NA,NA,0.016,0.0045,0.0235,0.2,0.03,-70,11.5,100,550,0.009,276,0.115,3.4,8.3,1.82,103,NA
1851,Dec-00,Clark Fork River below Warm Springs,12/17/2000,NA,NA,0.0129,0.0055,0.02,0.2,0.055,-64,12.7,65,616,0.003,307,0.165,2.3,8.26,1.23,110,NA
1852,Jan-01,Clark Fork River below Warm Springs,1/24/2001,NA,NA,0.0228,0.004,0.0225,0.35,0.06,-61,10,94,533,0.005,265,0.315,2.8,8.18,1.75,89,NA
1853,Feb-01,Clark Fork River below Warm Springs,2/21/2001,NA,NA,0.0357,0.0115,0.035,0.45,0.145,-62,NA,87.5,671,0.007,335,0.603,0.7,8.17,NA,NA,NA
1854,Mar-01,Clark Fork River below Warm Springs,3/29/2001,NA,NA,NA,0.006,0.046,0.4,0.02,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,Apr-01,Clark Fork River below Warm Springs,4/16/2001,NA,NA,0.01085,0.00425,0.022,0.35,0.0325,-85.5,12,125.3333333,504,0.005,NA,0.11575,8.15,8.6,2.665,104.5,NA
1856,May-01,Clark Fork River below Warm Springs,5/23/2001,NA,NA,0.0063,0.008,0.028666667,0.333333333,0.02,NA,9.4,193,370,0.006,185,0.025666667,15.1,NA,NA,111,NA
1857,Jun-01,Clark Fork River below Warm Springs,6/20/2001,NA,NA,0.0065,0.009,0.031,0.3,0.02,-102,8.4,147.5,360,0.006,181,0.0175,14.8,8.78,NA,86,NA
1858,Jul-01,Clark Fork River below Warm Springs,7/17/2001,NA,NA,0.0106,0.023,0.047,0.333333333,0.03,92.9,NA,98,399,0.018,199,0.024666667,18,8.84,NA,NA,NA
1859,Aug-01,Clark Fork River below Warm Springs,8/16/2001,NA,NA,NA,0.0185,0.0315,0.25,0.016666667,90.7,10.7,58.33333333,482,0.004,241,0.016,17.4,8.67,2.05,110,NA
1860,Sep-01,Clark Fork River below Warm Springs,9/18/2001,NA,NA,0.0014,0.018,0.028666667,0.266666667,0.02,115.6,12.2,73,479,0.004,239,NA,15.4,9.23,1.06,120,NA
1861,Oct-01,Clark Fork River below Warm Springs,10/21/2001,NA,NA,6.00E-04,0.0275,0.0345,0.3,0.021,82,10.13,124,436,0.003,222,0.011,6.5,8.37,2.3,83,NA
1862,Nov-01,Clark Fork River below Warm Springs,11/13/2001,NA,NA,0.0053,0.007,0.016666667,0.2,0.013333333,77,11.65,125,460,0.004,230,0.033666667,5.9,8.4,1.25,92,NA
1863,Dec-01,Clark Fork River below Warm Springs,12/18/2001,NA,NA,0.0079,0.005,0.013,0.3,0.03,47.5,4.66,122,617,0.005,210,0.093,1.6,7.65,1.45,35,NA
